1CH 1:1	Adam, Seth, Enosh,
LEV 8:17	But the bull, and its skin, and its meat, and its dung, he burned with fire outside the camp; as Yahweh commanded Moses.
LEV 8:18	He presented the ram of the burnt offering: and Aaron and his sons laid their hands on the head of the ram.
LEV 8:19	He killed it; and Moses sprinkled the blood around on the altar.
LEV 8:20	He cut the ram into its pieces; and Moses burned the head, and the pieces, and the fat.
LEV 8:21	He washed the innards and the legs with water; and Moses burned the whole ram on the altar. It was a burnt offering for a pleasant aroma. It was an offering made by fire to Yahweh; as Yahweh commanded Moses.
LEV 8:22	He presented the other ram, the ram of consecration: and Aaron and his sons laid their hands on the head of the ram.
LEV 8:23	He killed it; and Moses took some of its blood, and put it on the tip of Aaron’s right ear, and on the thumb of his right hand, and on the great toe of his right foot.
LEV 8:24	He brought Aaron’s sons; and Moses put some of the blood on the tip of their right ear, and on the thumb of their right hand, and on the great toe of their right foot; and Moses sprinkled the blood around on the altar.
LEV 8:25	He took the fat, and the fat tail, and all the fat that was on the innards, and the cover of the liver, and the two kidneys, and their fat, and the right thigh;
LEV 8:26	and out of the basket of unleavened bread, that was before Yahweh, he took one unleavened cake, and one cake of oiled bread, and one wafer, and placed them on the fat, and on the right thigh.
LEV 8:27	He put all these in Aaron’s hands and in his sons’ hands, and waved them for a wave offering before Yahweh.
LEV 8:28	Moses took them from their hands, and burned them on the altar on the burnt offering. They were a consecration for a pleasant aroma. It was an offering made by fire to Yahweh.
LEV 8:29	Moses took the breast, and waved it for a wave offering before Yahweh. It was Moses’ portion of the ram of consecration, as Yahweh commanded Moses.
LEV 8:30	Moses took some of the anointing oil, and some of the blood which was on the altar, and sprinkled it on Aaron, on his garments, and on his sons, and on his sons’ garments with him, and sanctified Aaron, his garments, and his sons, and his sons’ garments with him.
LEV 8:31	Moses said to Aaron and to his sons, “Boil the meat at the door of the Tent of Meeting, and there eat it and the bread that is in the basket of consecration, as I commanded, saying, ‘Aaron and his sons shall eat it.’
LEV 8:32	What remains of the meat and of the bread you shall burn with fire.
LEV 8:33	You shall not go out from the door of the Tent of Meeting for seven days, until the days of your consecration are fulfilled: for he shall consecrate you seven days.
LEV 8:34	What has been done today, so Yahweh has commanded to do, to make atonement for you.
LEV 8:35	You shall stay at the door of the Tent of Meeting day and night seven days, and keep Yahweh’s command, that you don’t die: for so I am commanded.”
LEV 8:36	Aaron and his sons did all the things which Yahweh commanded by Moses.
LEV 9:1	On the eighth day, Moses called Aaron and his sons, and the elders of Israel;
LEV 9:2	and he said to Aaron, “Take a calf from the herd for a sin offering, and a ram for a burnt offering, without defect, and offer them before Yahweh.
LEV 9:3	You shall speak to the children of Israel, saying, ‘Take a male goat for a sin offering; and a calf and a lamb, both a year old, without defect, for a burnt offering;
LEV 9:4	and a bull and a ram for peace offerings, to sacrifice before Yahweh; and a meal offering mixed with oil: for today Yahweh appears to you.’”
LEV 9:5	They brought what Moses commanded before the Tent of Meeting: and all the congregation came near and stood before Yahweh.
LEV 9:6	Moses said, “This is the thing which Yahweh commanded that you should do: and Yahweh’s glory shall appear to you.”
LEV 9:7	Moses said to Aaron, “Draw near to the altar, and offer your sin offering, and your burnt offering, and make atonement for yourself, and for the people; and offer the offering of the people, and make atonement for them; as Yahweh commanded.”
LEV 9:8	So Aaron came near to the altar, and killed the calf of the sin offering, which was for himself.
LEV 9:9	The sons of Aaron presented the blood to him; and he dipped his finger in the blood, and put it on the horns of the altar, and poured out the blood at the base of the altar:
LEV 9:10	but the fat, and the kidneys, and the cover from the liver of the sin offering, he burned upon the altar; as Yahweh commanded Moses.
LEV 9:11	The meat and the skin he burned with fire outside the camp.
LEV 9:12	He killed the burnt offering; and Aaron’s sons delivered the blood to him, and he sprinkled it around on the altar.
LEV 9:13	They delivered the burnt offering to him, piece by piece, and the head: and he burned them upon the altar.
LEV 9:14	He washed the innards and the legs, and burned them on the burnt offering on the altar.
LEV 9:15	He presented the people’s offering, and took the goat of the sin offering which was for the people, and killed it, and offered it for sin, like the first.
LEV 9:16	He presented the burnt offering, and offered it according to the ordinance.
LEV 9:17	He presented the meal offering, and filled his hand from there, and burned it upon the altar, besides the burnt offering of the morning.
LEV 9:18	He also killed the bull and the ram, the sacrifice of peace offerings, which was for the people: and Aaron’s sons delivered to him the blood, which he sprinkled around on the altar,
LEV 9:19	and the fat of the bull and of the ram, the fat tail, and that which covers the innards, and the kidneys, and the cover of the liver:
LEV 9:20	and they put the fat upon the breasts, and he burned the fat on the altar:
LEV 9:21	and the breasts and the right thigh Aaron waved for a wave offering before Yahweh, as Moses commanded.
LEV 9:22	Aaron lifted up his hands toward the people, and blessed them; and he came down from offering the sin offering, and the burnt offering, and the peace offerings.
LEV 9:23	Moses and Aaron went into the Tent of Meeting, and came out, and blessed the people: and Yahweh’s glory appeared to all the people.
LEV 9:24	Fire came out from before Yahweh, and consumed the burnt offering and the fat upon the altar. When all the people saw it, they shouted, and fell on their faces.
LEV 10:1	Nadab and Abihu, the sons of Aaron, each took his censer, and put fire in it, and laid incense on it, and offered strange fire before Yahweh, which he had not commanded them.
LEV 10:2	Fire came out from before Yahweh, and devoured them, and they died before Yahweh.
LEV 10:3	Then Moses said to Aaron, “This is what Yahweh spoke of, saying,
‘I will show myself holy to those who come near me,
and before all the people I will be glorified.’”
Aaron held his peace.
LEV 10:4	Moses called Mishael and Elzaphan, the sons of Uzziel the uncle of Aaron, and said to them, “Draw near, carry your brothers from before the sanctuary out of the camp.”
LEV 10:5	So they came near, and carried them in their coats out of the camp, as Moses had said.
LEV 10:6	Moses said to Aaron, and to Eleazar and to Ithamar, his sons, “Don’t let the hair of your heads go loose, and don’t tear your clothes; so that you don’t die, and so that he not be angry with all the congregation; but let your brothers, the whole house of Israel, bewail the burning which Yahweh has kindled.
LEV 10:7	You shall not go out from the door of the Tent of Meeting, lest you die; for the anointing oil of Yahweh is on you.” They did according to the word of Moses.
LEV 10:8	Then Yahweh said to Aaron,
LEV 10:9	“You and your sons are not to drink wine or strong drink whenever you go into the Tent of Meeting, or you will die. This shall be a statute forever throughout your generations.
LEV 10:10	You are to make a distinction between the holy and the common, and between the unclean and the clean.
LEV 10:11	You are to teach the children of Israel all the statutes which Yahweh has spoken to them by Moses.”
LEV 10:12	Moses spoke to Aaron, and to Eleazar and to Ithamar, his sons who were left, “Take the meal offering that remains of the offerings of Yahweh made by fire, and eat it without yeast beside the altar; for it is most holy;
LEV 10:13	and you shall eat it in a holy place, because it is your portion, and your sons’ portion, of the offerings of Yahweh made by fire: for so I am commanded.
LEV 10:14	The waved breast and the heaved thigh you shall eat in a clean place, you, and your sons, and your daughters with you: for they are given as your portion, and your sons’ portion, out of the sacrifices of the peace offerings of the children of Israel.
LEV 10:15	The heaved thigh and the waved breast they shall bring with the offerings made by fire of the fat, to wave it for a wave offering before Yahweh: and it shall be yours, and your sons’ with you, as a portion forever; as Yahweh has commanded.”
